passage_id;question;passage
2003_844.txt/Art.5;Kiedy zostaną powołani sędziowie łowieccy oraz rzecznicy dyscyplinarni i ich zastępcy pierwszej kadencji?;Art. 5. 1. Sędziowie łowieccy oraz rzecznicy dyscyplinarni i ich zastępcy pierwszej kadencji zostaną powołani w terminie 90 dni od dnia wejścia w życie niniejszej ustawy. 2. Sprawy dyscyplinarne w toku zostaną przekazane rzecznikom dyscyplinarnym  powołanym zgodnie z art. 35o ust. 1 pkt 2 i ust. 2 pkt 2 ustawy zmienianej w art. 1  w brzmieniu nadanym niniejsza ustawą  w terminie 30 dni od dnia ich powołania.
1997_777.txt/Art.10;Kto określi wysokość składki na ubezpiecznie społeczne?;Art. 10. Rada Ministrów określi  w drodze rozporządzenia  wysokość składki na ubezpieczenie społeczne oraz sposób jej naliczania dla osób pozbawionych wolności oraz dla nieletnich zatrudnionych w gospodarstwach pomocniczych zakładów poprawczych i schronisk dla nieletnich.
1997_484.txt/Art.18;Kto określi wysokość składki na ubezpiecznie społeczne?;Art. 18. 1. Składki na Fundusz ustala się od wypłat stanowiących podstawę wymiaru składek na ubezpieczenie społeczne. 2. Wysokość składki na Fundusz ustala w drodze rozporządzenia Minister Pracy i Polityki Socjalnej w porozumieniu z Ministrem Finansów i Radą Funduszu. Stanowisko w sprawie obniżenia składki na Fundusz Rada Funduszu uchwala większością 3\4 głosów członków Rady.
1997_555.txt/Art.385;Od czego rozpoczyna się przewód sądowy?;Art. 385. § 1. Przewód sądowy rozpoczyna się od odczytania przez oskarżyciela aktu oskarżenia. § 2. W wypadku szczególnie obszernego uzasadnienia aktu oskarżenia można poprzestać na przedstawieniu podstaw oskarżenia. § 3. Jeżeli wniesiono odpowiedź na akt oskarżenia  przewodniczący informuje o jej treści.
1997_735.txt/Art.72;Od czego rozpoczyna się przewód sądowy?;Art. 72. §1. Przewód sądowy rozpoczyna się od odczytania wniosku o ukaranie. §2. Wniosek o ukaranie odczytuje oskarżyciel publiczny  jeżeli bierze udział w rozprawie  a w innym wypadku protokolant. §3. Jeżeli obwiniony przyznaje się do winy  a jego wyjaśnienia nie budzą wątpliwości  można nie przeprowadzać dalszych dowodów w razie  gdy żadna z obecnych stron temu się nie sprzeciwia.
"1997_555.txt/Art.453;Od czego rozpoczyna się przewód sądowy?;""Art. 453. § 1. Przewód sądowy w sądzie odwoławczym rozpoczyna ustne sprawozdanie  w którym sędzia sprawozdawca przedstawia przebieg i wyniki dotychczasowego postępowania  a w szczególności treść zaskarżonego wyroku oraz zarzuty i wnioski apelacyjne  jak również kwestie wymagające rozstrzygnięcia z urzędu. W miarę potrzeby odczytuje się z akt poszczególne ich części. § 2. Strony mogą składać wyjaśnienia  oświadczenia i wnioski ustnie lub na piśmie; złożone na piśmie podlegają odczytaniu  przy czym przepis art. 394 stosuje się. § 3. Przewodniczący udziela głosu stronom w kolejności przez siebie ustalonej  przy czym najpierw udziela głosu skarżącemu. Oskarżonemu i jego obrońcy nie można odmówić zabrania głosu po przemówieniach innych stron. "",,"
2004_623.txt/Art.30;Jakiej karze podlega osoba wprowadzająca do obrotu produkt kosmetyczny bez spełnienia wymogów dotyczących dokumentacji produktu?;Art. 30. Kto wprowadza do obrotu produkt kosmetyczny bez spełnienia wymogów dotyczących dokumentacji produktu  o których mowa w art. 11 ust. 2–4 rozporządzenia nr 1223/2009  podlega karze pieniężnej w wysokości do 100 000 zł.
2004_623.txt/Art.36;Jakiej karze podlega osoba wprowadzająca do obrotu produkt kosmetyczny bez spełnienia wymogów dotyczących dokumentacji produktu?;Art. 36. 1. Kto wprowadza do obrotu lub udostępnia na rynku produkt kosmetyczny bez spełnienia wymogów w zakresie oznakowania  o których mowa w art. 19 ust. 1–3  5 i 6 rozporządzenia nr 1223/2009  podlega karze pieniężnej w wysokości do 70 000 zł. 2. Tej samej karze podlega  kto wprowadza do obrotu lub udostępnia na rynku produkt kosmetyczny bez spełnienia wymogów określonych w art. 4.
2004_623.txt/Art.27;Jakiej karze podlega osoba wprowadzająca do obrotu produkt kosmetyczny bez spełnienia wymogów dotyczących dokumentacji produktu?;Art. 27. Kto wprowadza do obrotu produkt kosmetyczny bez spełnienia wymogów dotyczących oceny bezpieczeństwa  o której mowa w art. 10 rozporządzenia nr 1223/2009  podlega karze pieniężnej w wysokości do 100 000 zł.
2004_623.txt/Art.26;Jakiej karze podlega osoba wprowadzająca do obrotu produkt kosmetyczny bez spełnienia wymogów dotyczących dokumentacji produktu?;Art. 26. 1. Kto wytwarza produkt kosmetyczny bez zachowania zasad dobrej praktyki produkcji  podlega karze pieniężnej w wysokości do 50 000 zł. 2. Tej samej karze podlega osoba odpowiedzialna  która nie zapewnia  że produkt kosmetyczny jest wytwarzany z zachowaniem zasad dobrej praktyki produkcji.
2004_623.txt/Art.41;Jakiej karze podlega osoba wprowadzająca do obrotu produkt kosmetyczny bez spełnienia wymogów dotyczących dokumentacji produktu?;Art. 41. Kto wprowadza do obrotu lub udostępnia na rynku produkt kosmetyczny po upływie daty minimalnej trwałości  podlega karze pieniężnej w wysokości do 50 000 zł.
1997_686.txt/Art.19;Czy wydatki budżetowe ujęte w budżecie państwa w części obrona narodowa mogą być wykorzystane na inne cele?;Art. 19. 1. Wydatki budżetowe ujęte w budżecie państwa w części obrona narodowa przez naczone na realizację programów modernizacji technicznej Sił Zbrojnych Rzeczy pospolitej Polskiej  nie mogą być wykorzystane na inne cele. 2. W przypadku wystąpienia oszczędności w wydatkach planowanych w dziale obrona narodowa upoważnia się ministra właściwego do spraw finansów do ich przezna czenia na realizację programów  o których mowa w ust. 1.
2000_85.txt/Art.34;Czy wydatki budżetowe ujęte w budżecie państwa w części obrona narodowa mogą być wykorzystane na inne cele?;Art. 34. 1. Wydatki budżetowe w kwocie 1.459.233 tys. zł  ujęte w budżecie państwa w części  której dysponentem jest Minister Obrony Narodowej  przeznaczone na realizację programów modernizacji technicznej Sił Zbrojnych Rzeczypospolitej Polskiej  nie mogą być wykorzystane na inne cele. 2. W przypadku wystąpienia oszczędności w wydatkach planowanych w dziale obrona narodowa upoważnia się ministra właściwego do spraw finansów do ich przeznaczenia na realizację programów  o których mowa w ust. 1.
2001_628.txt/Art.54;Czy zamknięcie składowiska odpadów lub jego wydzielonej części wymaga zgody właściwego organu?;Art. 54. 1. Zamknięcie składowiska odpadów lub jego wydzielonej części wymaga zgody właściwego organu. 2. Zgodę na zamknięcie składowiska odpadów lub jego wydzielonej części wydaje  na wniosek zarządzającego składowiskiem odpadów  w drodze decyzji: 1) wojewoda - dla przedsięwzięć mogących znacząco oddziaływać na środowisko  dla których obowiązek sporządzania raportu o oddziaływaniu przedsięwzięcia na środowisko wynika z przepisów o ochronie środowiska oraz gdy dotyczy eksploatacji składowiska na terenach zakładów zaliczanych do tych przedsięwzięć  2) starosta - dla pozostałych przedsięwzięć po przeprowadzeniu kontroli składowiska odpadów przez wojewódzkiego inspektora ochrony środowiska. 3. Wniosek  o którym mowa w ust. 2  powinien zawierać: 1) określenie technicznego sposobu zamknięcia składowiska odpadów lub jego wydzielonej części  2) harmonogram działań związanych z rekultywacją składowiska odpadów. 4. Zgoda  o której mowa w ust. 1  na zamknięcie składowiska odpadów lub jego wydzielonej części określa: 1) techniczny sposób zamknięcia składowiska odpadów lub jego wydzielonej części  2) harmonogram działań związanych z rekultywacją składowiska odpadów  3) warunki sprawowania nadzoru nad zrekultywowanym składowiskiem odpadów. 5. Zarządzający składowiskiem  po wykonaniu obowiązków określonych w decyzji o zgodzie na zamknięcie składowiska  może złożyć wniosek o uchylenie ustanowionego zabezpieczenia roszczeń. Przepis art. 35 ust. 2 stosuje się odpowiednio.
2002_1070.txt/Art.42;Kto korzysta z ochrony przewidzianej w Kodeksie karnym dla funkcjonariuszy publicznych?;Art. 42. Funkcjonariusz w związku z wykonywaniem zadań służbowych korzysta z ochrony przewidzianej w Kodeksie karnym dla funkcjonariuszy publicznych.
1997_740.txt/Art.42;Kto korzysta z ochrony przewidzianej w Kodeksie karnym dla funkcjonariuszy publicznych?;Art. 42. Pracownik ochrony podczas wykonywania zadań ochrony obszarów  obiektów i urządzeń podlegających obowiązkowej ochronie korzysta z ochrony prawnej przewidzianej w Kodeksie karnym dla funkcjonariuszy publicznych. Rozdział 7 Nadzór nad specjalistycznymi uzbrojonymi formacjami ochronnymi oraz kontrola stanu ochrony obszarów  obiektów i urządzeń przez nie chronionych
2001_1371.txt/Art.79;Kto korzysta z ochrony przewidzianej w Kodeksie karnym dla funkcjonariuszy publicznych?;Art. 79. Inspektorzy w związku z wykonywaniem czynności kontrolnych korzystają z ochrony przewidzianej w Kodeksie karnym dla funkcjonariuszy publicznych.
1999_802.txt/Art.4;Kto korzysta z ochrony przewidzianej w Kodeksie karnym dla funkcjonariuszy publicznych?;Art. 4. Funkcjonariusz celny  w związku z pełnieniem obowiązków służbowych  korzysta z ochrony przewidzianej w ustawie z dnia 6 czerwca 1997 r. - Kodeks karny (Dz. U. Nr 88  poz. 553 i Nr 128  poz. 840) dla funkcjonariuszy publicznych.
2001_298.txt/Art.60;Kto korzysta z ochrony przewidzianej w Kodeksie karnym dla funkcjonariuszy publicznych?;Art. 60. Funkcjonariusz w związku z pełnieniem obowiązków służbowych korzysta z ochrony prawnej przewidzianej dla funkcjonariuszy publicznych.
1997_783.txt/Art.5;Gdzie powinna być prowadzona działalność gospodarcza w zakresie wytwarzania środków żywienia zwierząt?;Art. 5. Działalność gospodarcza w zakresie wytwarzania środków żywienia zwierząt powinna być prowadzona w specjalnie do tego celu przystosowanych pomieszczeniach.
1997_557.txt/Art.236;Z kim współdziała dyrektor zakładu karnego dla realizacji celów kary?;Art. 236. Dla realizacji celów kary dyrektor zakładu karnego współdziała z odpowiednimi instytucjami wojskowymi oraz podmiotami  o których mowa w art. 38 § 1. Rozdział XIX Środki karne
1996_3.txt/Art.36;Zgodnie z czym izby prowadzą rachunkowość i sprawozdawczość?;Art. 36. Izby prowadzą rachunkowość i sprawozdawczość zgodnie z ogólnie obowiązującymi przepisami prawa. Rozdział 6 Reprezentacja krajowa izb
1996_3.txt/Art.8;Zgodnie z czym izby prowadzą rachunkowość i sprawozdawczość?;Art. 8. 1. Izby działają na podstawie ustawy i statutu. 2. Statut izby określa w szczególności: 1) nazwę i siedzibę izby  2) teren działania  3) prawa i obowiązki członków izby  4) zadania izby oraz sposoby ich realizacji  5) strukturę organizacyjną  6) tryb wyboru i odwoływania organów izby  7) zasady reprezentowania izby na zewnątrz  8) zasady zawierania porozumień regionalnych  9) zasady powoływania i pracy komisji problemowych  10) zasady gospodarki finansowej  w tym sposób dysponowania majątkiem oraz zaciągania zobowiązań majątkowych. Rozdział 3 Organy izby
"1999_95.txt/Art.18;Kto odpowiada za ochronę informacji niejawnych?;""Art. 18. 1. Za ochronę informacji niejawnych odpowiada kierownik jednostki organizacyjnej  w której takie informacje są wytwarzane  przetwarzane  przekazywane lub przechowywane. 2. Kierownikowi jednostki organizacyjnej podlega bezpośrednio pełnomocnik do spraw ochrony informacji niejawnych  zwany dalej """"pełnomocnikiem ochrony""""  który odpowiada za zapewnienie przestrzegania przepisów o ochronie informacji niejawnych. 3. Pełnomocnikiem ochrony w jednostce organizacyjnej może być osoba  która: 1) posiada obywatelstwo polskie  2) posiada co najmniej średnie wykształcenie  3) uzyskała poświadczenie bezpieczeństwa  o którym mowa w art. 36 ust. 2  wydane przez służby ochrony państwa na wniosek kierownika jednostki organizacyjnej  4) odbyła przeszkolenie w zakresie ochrony informacji niejawnych. 4. Pełnomocnik ochrony kieruje wyodrębnioną wyspecjalizowaną komórką organizacyjną do spraw ochrony informacji niejawnych  zwaną dalej """"pionem ochrony""""  do której zadań należy: 1) zapewnienie ochrony informacji niejawnych  2) ochrona systemów i sieci teleinformatycznych  3) zapewnienie ochrony fizycznej jednostki organizacyjnej  4) kontrola ochrony informacji niejawnych oraz przestrzegania przepisów o ochronie tych informacji  5) okresowa kontrola ewidencji  materiałów i obiegu dokumentów  6) opracowywanie planu ochrony jednostki organizacyjnej i nadzorowanie jego realizacji  7) szkolenie pracowników w zakresie ochrony informacji niejawnych według zasad określonych w rozdziale 8. 5. Pracownikiem pionu ochrony w jednostce organizacyjnej może być osoba  która: 1) posiada obywatelstwo polskie  2) uzyskała poświadczenie bezpieczeństwa  o którym mowa w art. 36 ust. 2  3) odbyła przeszkolenie w zakresie ochrony informacji niejawnych. 6. Pełnomocnik ochrony  w zakresie realizacji swoich zadań  w razie wprowadzenia stanu nadzwyczajnego  ma prawo żądać od komórek organizacyjnych w swojej jednostce organizacyjnej udzielenia natychmiastowej pomocy. 7. W zakresie realizacji swoich zadań pełnomocnik ochrony współpracuje z właściwymi jednostkami i komórkami organizacyjnymi służb ochrony państwa. Pełnomocnik ochrony na bieżąco informuje kierownika jednostki organizacyjnej o przebiegu tej współpracy. 8. Pełnomocnik ochrony opracowuje plan postępowania z materiałami zawierającymi informacje niejawne stanowiące tajemnicę państwową w razie wprowadzenia stanu nadzwyczajnego. 9. Pełnomocnik ochrony podejmuje działania zmierzające do wyjaśnienia okoliczności naruszenia przepisów o ochronie informacji niejawnych zawiadamiając o tym kierownika jednostki organizacyjnej  a w przypadku naruszenia przepisów o ochronie informacji niejawnych  oznaczonych klauzulą """"poufne"""" lub wyższą  również właściwą służbę ochrony państwa. Rozdział 4 Klasyfikowanie informacji niejawnych. Klauzule tajności "",,"
1995_481.txt/Art.25;Do czego emitowania w publicznych środkach masowego przekazu ma prawo Kościół?;Art. 25. 1. Kościół ma prawo swobodnego drukowania  wydawania i rozpowszechniania wszelkich publikacji związanych z jego posłannictwem. 2. Kościół ma prawo do posiadania i używania własnych środków społecznego przekazu na podstawie odrębnych przepisów. 3. Kościół ma prawo do emitowania w publicznych środkach masowego przekazu nabożeństw oraz własnych programów religijno-moralnych i kulturalnych. 4. Sposób realizacji uprawnień  o których mowa w ust. 3  regulują umowy z właściwymi jednostkami publicznej radiofonii i telewizji.
1997_554.txt/Art.11;Do czego emitowania w publicznych środkach masowego przekazu ma prawo Kościół?;Art. 11. 1. Kościół ma prawo emitowania w publicznych środkach masowego przekazu nabożeństw oraz programów religijno-społecznych  religijno-moralnych  a także kulturalnych. 2. Sposób realizacji uprawnień wymienionych w ust. 1 reguluje porozumienie między właściwą jednostką publicznej radiofonii lub telewizji a Kościołem.
1995_482.txt/Art.23;Do czego emitowania w publicznych środkach masowego przekazu ma prawo Kościół?;Art. 23. 1. Kościół ma prawo emitowania w publicznych środkach masowego przekazu nabożeństw oraz swoich programów religijno-moralnych  społecznych i kulturalnych. 2. Sposób realizacji uprawnień  o których mowa w ust. 1  określi porozumienie między Kościołem a właściwą jednostką publicznej radiofonii i telewizji.
1997_253.txt/Art.22;Do czego emitowania w publicznych środkach masowego przekazu ma prawo Kościół?;Art. 22. 1. Kościół ma prawo emitowania w publicznych środkach masowego przekazu nabożeństw oraz swoich programów religijno-moralnych  społecznych i kulturalnych. 2. Sposób realizacji uprawnień  o których mowa w ust. 1  określa porozumienie między Radą Kościoła a właściwą jednostką publicznej radiofonii i telewizji.
1995_479.txt/Art.26;Do czego emitowania w publicznych środkach masowego przekazu ma prawo Kościół?;Art. 26. 1. Kościół ma prawo emitowania w publicznych środkach masowego przekazu nabożeństw oraz swoich programów religijno-moralnych  społecznych i kulturalnych. 2. Sposób realizacji uprawnień  o których mowa w ust. 1  określi porozumienie między Kościołem a właściwą jednostką publicznej radiofonii i telewizji.
1996_465.txt/Art.308;Ile powinien wynosić co najmniej kapitał zakładowy spółki?;Art. 308. §1. Kapitał zakładowy spółki powinien wynosić co najmniej 500 000 złotych. §2. Wartość nominalna akcji nie może być niższa niż 1złoty.
1996_465.txt/Art.154;Ile powinien wynosić co najmniej kapitał zakładowy spółki?;Art. 154. §1. Kapitał zakładowy spółki powinien wynosić co najmniej 50 000 złotych. §2. Wartość nominalna udziału nie może być niższa niż 500 złotych. §3. Udziały nie mogą być obejmowane poniżej ich wartości nominalnej. Jeżeli udział jest obejmowany po cenie wyższej od wartości nominalnej  nadwyżkę przelewa się do kapitału zapasowego.
1994_592.txt/Art.27;Z jakim dniem tworzy się urzędy marszałkowskie w miastach będących siedzibami władz samorządu województwa?;Art. 27. Z dniem 1 stycznia 1999 r. tworzy się urzędy marszałkowskie w miastach będących siedzibami władz samorządu województwa.
1997_117.txt/Art.90;Od czego uzależnione jest korzystanie z gospodarczej procedury celnej?;Art. 90. § 1. Korzystanie z gospodarczej procedury celnej uzależnione jest od uzyskania pozwolenia organu celnego. § 2. Pozwolenie  o którym mowa w § 1 wydaje i cofa organ celny. § 3. Minister Finansów w porozumieniu z Ministrem Gospodarki określi  w drodze rozporządzenia  wzory wniosków i formularzy stosowanych przy wydawaniu pozwoleń  dokumenty  które należy dołączyć do wniosku  terminy składania wniosków oraz inne szczegółowe warunki udzielania pozwoleń.
1997_117.txt/Art.92;Od czego uzależnione jest korzystanie z gospodarczej procedury celnej?;Art. 92. § 1. Organ celny określa w pozwoleniu warunki oraz terminy stosowania danej procedury celnej. § 2. Osoba posiadająca pozwolenie ma obowiązek informować organ celny o każdej zmianie  która nastąpiła po wydaniu pozwolenia i mogła mieć wpływ na korzystanie z tego pozwolenia.
1997_501.txt/Art.19;Jakiemu żołnierzowi przysługuje renta inwalidzka?;Art. 19. Renta inwalidzka przysługuje żołnierzowi zwolnionemu z zawodowej służby wojskowej  który stał się inwalidą wskutek stałego lub długotrwałego naruszenia sprawności organizmu: 1) w czasie pełnienia służby albo 2) w ciągu 18 miesięcy po zwolnieniu ze służby  jeżeli inwalidztwo jest następstwem urazów doznanych w czasie pełnienia służby lub chorób powstałych w tym czasie  3) w ciągu 3 lat po zwolnieniu ze służby wojskowej  jeżeli inwalidztwo jest następstwem wypadku pozostającego w związku z pełnieniem czynnej służby wojskowej albo choroby powstałej w związku ze szczególnymi właściwościami lub warunkami służby wojskowej.
1994_600.txt/Art.11;Co mogą powołać podmioty gospodarcze prowadzące działalność na terenie strefy?;Art. 11. 1. Podmioty gospodarcze prowadzące działalność na terenie strefy mogą powołać radę strefy. 2. Rada strefy może przedstawiać opinie i wnioski w sprawach dotyczących prowadzenia działalności na terenie strefy i jej rozwoju. 3. Organizację i tryb działania rady strefy określa opracowany i uchwalony przez radę regulamin.
2001_1401.txt/Art.26;Z czego wyłącznie mogą być produkowane wina gronowe?;Art. 26. 1. Wina gronowe musujące mogą być produkowane wyłącznie z cuvée o całkowitym stężeniu alkoholu nie mniejszym niż 8% objętościowych  a tirage liqueur  użyty do ich produkcji może składać się wyłącznie z: 1) moszczu gronowego  2) moszczu gronowego w trakcie fermentacji  3) zagęszczonego moszczu gronowego  4) rektyfikowanego zagęszczonego moszczu gronowego lub sacharozy i wina gronowego  2. Całkowite stężenie alkoholu wina gronowego musującego  włączając w to alkohol zawarty w dodanym expedition liqueur  nie może być mniejsze niż 9 5% objętościowo  a zawartość dwutlenku siarki ogółem nie może przekroczyć 235 miligramów na litr.
2001_1401.txt/Art.18;Z czego wyłącznie mogą być produkowane wina gronowe?;Art. 18. 1. Wino gronowe likierowe może być produkowane wyłącznie z moszczu gronowego w trakcie fermentacji  wina gronowego lub mieszanki moszczu gronowego w trakcie fermentacji i wina gronowego  oraz musi mieć początkowe naturalne stężenie alkoholu co najmniej 12% objętościowych. 2. W produkcji win gronowych likierowych dodaje się: 1) alkohol uzyskany w procesie destylacji wyrobów winiarskich gronowych łącznie z alkoholem z suszonych winogron  o rzeczywistym stężeniu alkoholu co najmniej 96% objętościowych lub 2) destylat winny o rzeczywistym stężeniu alkoholu co najmniej 65% objętościowych i nie większym niż 86% objętościowych lub 3) destylat z suszonych winogron o rzeczywistym stężeniu alkoholu co najmniej 52% objętościowych i nie większym niż 86% objętościowych. 3. W produkcji win gronowych likierowych składniki  o których mowa w ust. 2 dodaje się wraz z: 1) zagęszczonym moszczem gronowym lub 2) mieszaniną jednego z składników  o których mowa w ust. 2  z moszczem gronowym w trakcie fermentacji. 4. Zwiększenie naturalnego stężenia alkoholu w % objętościowych win gronowych likierowych może nastąpić wyłącznie w wyniku stosowania składników  o których mowa w ust. 2 i 3.
"2004_42.txt/Art.7;Co tworzy Skarb Państwa w celu przygotowania i wykonania przedsięwzięć Euro 2012?;""Art. 7. 1. W celu przygotowania i wykonania przedsięwzięć Euro 2012 Skarb Państwa tworzy spółki z ograniczoną odpowiedzialnością  zwane dalej „spółkami celowymi”. 2. Oświadczenie woli o utworzeniu spółki celowej i objęciu udziału albo udziałów w tej spółce składa w imieniu Skarbu Państwa minister właściwy do spraw kultury fizycznej i sportu  w formie aktu notarialnego. 3. Kapitał zakładowy spółki celowej wynosi co najmniej 2 000 000 zł. 4. W przypadku gdy udziały w spółce celowej są pokrywane wkładami pieniężnymi i niepieniężnymi  wkład pieniężny wynosi co najmniej 1 000 000 zł. 5. Udział albo udziały w spółce celowej mogą być zbywane lub obciążane przez Skarb Państwa reprezentowany przez ministra właściwego do spraw kultury fizycznej i sportu  za zgodą Rady Ministrów  po zrealizowaniu wszystkich przedsięwzięć Euro 2012 powierzonych spółce celowej  w umowie  o której mowa w art. 17 ust. 1. 6. Spółki  o których mowa w ust. 1  mogą być tworzone na zasadach wynikających z ustawy również przez miasta gospodarzy Euro 2012: 1) Chorzów; 2) Gdańsk  3) Kraków; 4) Poznań; 5) m.st. Warszawa; 6) Wrocław. 7. Do spółek  o których mowa w ust. 6  przepisy ustawy stosuje się odpowiednio. "",,"
2004_42.txt/Art.26;Co tworzy Skarb Państwa w celu przygotowania i wykonania przedsięwzięć Euro 2012?;Art. 26. Spółka celowa nabywa  w drodze umowy  na rzecz Skarbu Państwa albo jednostki samorządu terytorialnego nieruchomości dla celów realizacji przedsięwzięć Euro 2012.
2001_1381.txt/Art.85;Co należy do obowiązków osoby wykwalifikowanej odpowiedzialnej za prowadzenie hurtowni farmaceutycznej?;Art. 85. Do obowiązków osoby wykwalifikowanej odpowiedzialnej za prowadzenie hurtowni farmaceutycznej należy przestrzeganie Dobrej Praktyki Dystrybucyjnej a zwłaszcza wydawanie uprawnionym podmiotom produktów leczniczych  a ponadto: 1) przekazywanie organom Inspekcji Farmaceutycznej informacji o podejrzeniu lub stwierdzeniu  że dany produkt leczniczy nie odpowiada ustalonym dla niego wymaganiom jakościowym  2) wstrzymywanie i wycofywanie z obrotu i stosowania produktów leczniczych  po uzyskaniu decyzji właściwego organu  3) przekazywanie Prezesowi Urzędu informacji o niepożądanym działaniu produktu leczniczego  4) właściwy przebieg szkoleń dla personelu w zakresie powierzonych im obowiązków. Rozdział 7 Apteki
1995_59.txt/Art.12;Z kim współpracują organy kontroli
2001_1070.txt/Art.81;W jaki sposób odpowiada sędzia za wykroczenia?;Art. 81. Za wykroczenia sędzia odpowiada wyłącznie dyscyplinarnie. Rozdział 2 Prawa i obowiązki sędziów
1997_753.txt/Art.37;W jaki sposób odpowiada sędzia za wykroczenia?;Art. 37. § 1. Za wykroczenia oraz za przewinienia dyscyplinarne sędziowie ponoszą odpowiedzialność dyscyplinarną przed sądami dyscyplinarnymi. § 2. Przewinieniem dyscyplinarnym w rozumieniu ustawy jest naruszenie obowiązków sędziego  uchybienie powadze stanowiska sędziowskiego  naruszenie dyscypliny wojskowej oraz zasad honoru i godności żołnierskiej. § 3. Sędzia odpowiada dyscyplinarnie także za swoje postępowanie przed objęciem stanowiska  jeżeli przez nie uchybił obowiązkowi piastowanego wówczas urzędu państwowego lub okazał się niegodnym stanowiska sędziego.
2001_1070.txt/Art.107;W jaki sposób odpowiada sędzia za wykroczenia?;Art. 107. §1. Za przewinienia służbowe  w tym za oczywistą i rażącą obrazę przepisów prawa i uchybienia godności urzędu (przewinienia dyscyplinarne)  sędzia odpowiada dyscyplinarnie. §2. Sędzia odpowiada dyscyplinarnie także za swoje postępowanie przed objęciem stanowiska  jeżeli przez nie uchybił obowiązkowi piastowanego wówczas urzędu państwowego lub okazał się niegodnym urzędu sędziego.
2001_1229.txt/Art.81;Czyim zadaniem jest ochrona przed powodzią oraz suszą?;Art. 81. Ochrona przed powodzią oraz suszą jest zadaniem organów administracji rządowej i samorządowej.
2003_1750.txt/Art.61;W jakim wymiarze żołnierze zawodowi otrzymują corocznie urlop wypoczynkowy?;Art. 61. 1. Żołnierze zawodowi otrzymują corocznie urlop wypoczynkowy w wymiarze dwudziestu sześciu dni roboczych. 2. Jeżeli ważne względy służbowe nie pozwalają na udzielenie żołnierzowi zawodowemu urlopu wypoczynkowego w całości lub w części w danym roku kalendarzowym  urlopu tego udziela się w ciągu następnego roku kalendarzowego. 3. Decyzję w sprawie przesunięcia żołnierzowi zawodowemu urlopu wypoczynkowego podejmuje dowódca jednostki wojskowej  w której żołnierz zajmuje stanowisko służbowe. Dowódca jednostki wojskowej jest zobowiązany skierować żołnierza na przesunięty urlop wypoczynkowy  aby wykorzystał go najpóźniej w terminie określonym w ust. 2. 4. Za dni robocze  o których mowa w ust. 1 oraz w art. 62 ust. 1-4 i 7  ust. 8 pkt 2 oraz ust. 11  uważa się wszystkie dni  z wyjątkiem niedziel i świąt określonych w przepisach ustawy z dnia 18 stycznia 1951 r. o dniach wolnych od pracy (Dz.U. Nr 4  poz. 28  z 1960 r. Nr 51  poz. 297  z 1989 r. Nr 29  poz. 154 oraz z 1990 r. Nr 28  poz. 159 i 160) oraz dodatkowych dni wolnych od służby określonych w rozporządzeniu wydanym na podstawie art. 60 ust. 5.
2001_634.txt/Art.26;Czego nie powinny zawierać materiały i wyroby przeznaczone do kontaktu z żywnością?;Art. 26. Materiały i wyroby przeznaczone do kontaktu z żywnością nie powinny zawierać składników  które mogą powodować negatywne skutki dla zdrowia lub życia człowieka  przenikając do tej żywności lub bezpośrednio do organizmu ludzkiego.
1995_713.txt/Art.2;Jakie zwierzęta jako dobro ogólnonarodowe stanowią własność Skarbu Państwa?;Art. 2. Zwierzęta łowne w stanie wolnym  jako dobro ogólnonarodowe  stanowią własność Skarbu Państwa.
2001_1545.txt/Art.163;Kiedy wygasają wzajemne zobowiązania stron?;Art. 163. § 1. Wzajemne zobowiązania stron wygasają  jeżeli po zawarciu umowy  a przed odejściem statku z miejsca załadowania z przyczyn  za które żadna ze stron nie odpowiada: 1) statek oznaczony w umowie zaginął  został zabrany jako łup albo uległ wypadkowi  wskutek którego stał się niezdatny do naprawy lub jej niewart  albo 2) ładunek indywidualnie oznaczony w umowie zaginął. § 2. Jeżeli okoliczności przewidziane w § 1 nastąpiły w czasie podróży  przewoźnik zachowuje prawo do frachtu dystansowego  gdy wypadkowi uległ statek  a cały ładunek ocalał  prawo zaś do części frachtu dystansowego przypadającej od ocalonej części ładunku  gdy wypadkowi uległ ładunek.